,brand,model,fuel,transtype,owner,manufacture,kms,price
5671,Land,Land Rover Range,Petrol,Automatic,1,2019,40000,192000
5672,Toyota,Toyota Innova Crysta,Diesel,Automatic,1,2017,67011,1750000
5673,Skoda,Skoda Yeti Ambition,Diesel,Manual,1,2013,103,325000
5674,Honda,Honda City i-VTEC,Petrol,Automatic,2,2017,50000,949000
5675,Volvo,Volvo XC60 B5,Petrol,Automatic,1,2022,7000,6850000
5676,Maruti,Maruti Swift Dzire,Petrol,Manual,1,2019,30000,640000
5677,Ford,Ford Endeavour Titanium,Diesel,Automatic,1,2018,44000,3149000
5678,Mercedes-Benz,Mercedes-Benz GLC 300,Petrol,Automatic,1,2019,28500,4800000
5679,Hyundai,Hyundai Creta SX,Petrol,Automatic,1,2021,8000,1975000
5680,Maruti,Maruti Swift VDI,Diesel,Manual,1,2019,60000,590000
5681,Honda,Honda City V,Petrol,Automatic,2,2012,70000,394000
5682,Maruti,Maruti Ignis 1.2,Petrol,Manual,1,2018,80000,434999
5683,BMW,BMW X1 sDrive,Diesel,Automatic,1,2019,25000,3000000
5684,Honda,Honda City V,Petrol,Manual,1,2022,2000,1050000
5685,Maruti,Maruti Alto 800,Petrol,Manual,1,2018,35000,320000
5686,Toyota,Toyota Innova Crysta,Petrol,Automatic,1,2018,26000,2000000
5687,Maserati,Maserati Ghibli Diesel,Diesel,Automatic,1,2016,12000,6600000
5688,Mahindra,Mahindra Thar LX,Diesel,Automatic,1,2022,13001,1775000
5689,Hyundai,Hyundai Xcent 1.2,Petrol,Manual,2,2019,60000,475000
5690,Mercedes-Benz,Mercedes-Benz C-Class C,Diesel,Automatic,2,2015,37000,2150000
5691,Honda,Honda Jazz 1.2,Petrol,Automatic,1,2017,27200,690000
5692,Mahindra,Mahindra Thar CRDe,Diesel,Manual,1,2017,46365,772000
5693,Maruti,Maruti Ciaz Alpha,Petrol,Manual,1,2019,82496,872000
5694,Renault,Renault Duster 110PS,Diesel,Automatic,1,2016,73656,651000
5695,Maruti,Maruti Ciaz ZDi,Diesel,Manual,1,2016,92530,543000
5696,Mahindra,Mahindra TUV 300,Diesel,Manual,2,2017,68364,658000
5697,Jeep,Jeep Compass 1.4,Petrol,Manual,1,2018,30224,1261000
5698,Maruti,Maruti Baleno 1.2,Petrol,Manual,1,2017,88658,585000
5699,Maruti,Maruti Vitara Brezza,Petrol,Manual,1,2020,26396,1053000
5700,Mahindra,Mahindra Thar CRDe,Diesel,Manual,1,2017,60020,746000
5701,Maruti,Maruti Alto K10,Petrol,Manual,1,2014,55107,268000
5702,Maruti,Maruti Ciaz Alpha,Petrol,Automatic,1,2022,3925,1243000
5703,Maruti,Maruti Alto 800,Petrol,Manual,1,2017,21949,323000
5704,Maruti,Maruti Swift Dzire,Petrol,Manual,1,2016,41899,500000
5705,Nissan,Nissan Terrano XL,Petrol,Manual,1,2018,30000,725000
5706,Honda,Honda City i-VTEC,Petrol,Manual,1,2018,28000,865000
5707,Volvo,Volvo XC60 D5,Diesel,Automatic,1,2021,20000,6100000
5708,Mercedes-Benz,Mercedes-Benz GLC 220d,Diesel,Automatic,1,2020,24000,5650000
5709,Mercedes-Benz,Mercedes-Benz GLE 300d,Diesel,Automatic,1,2021,13000,8900000
5710,Skoda,Skoda Superb Style,Petrol,Automatic,1,2017,54000,2175000
5711,Maruti,Maruti Alto K10,Petrol,Manual,1,2016,30555,315000
5712,Maruti,Maruti Ciaz VDi,Diesel,Manual,1,2015,119,478000
5713,Hyundai,Hyundai i20 1.2,Petrol,Manual,1,2011,84557,243000
5714,Maruti,Maruti Ciaz VDi,Diesel,Manual,1,2017,96528,536000
5715,Mahindra,Mahindra XUV500 W10,Diesel,Manual,1,2017,44081,1124000
5716,Renault,Renault Kiger RXT,Petrol,Automatic,1,2021,6494,775000
5717,Maruti,Maruti Swift VDI,Diesel,Manual,1,2014,118,340000
5718,Maruti,Maruti Alto K10,Petrol,Manual,1,2018,47133,351000
5719,Honda,Honda Amaze S,Petrol,Manual,1,2017,94025,455999
5720,Hyundai,Hyundai i20 Magna,Petrol,Manual,1,2016,68841,501999
5721,Hyundai,Hyundai Venue SX,Petrol,Automatic,1,2019,31952,1046000
5722,Hyundai,Hyundai Creta 1.6,Diesel,Manual,2,2019,66518,1130000
5723,Hyundai,Hyundai Venue SX,Petrol,Automatic,2,2019,26684,1053000
5724,Hyundai,Hyundai Creta 1.6,Diesel,Manual,1,2015,38280,790000
5725,Tata,Tata Tiago 1.2,Petrol,Manual,1,2017,96392,377000
5726,Maruti,Maruti Swift Dzire,Petrol,Manual,1,2011,92613,286000
5727,Mahindra,Mahindra Scorpio S7,Diesel,Manual,1,2018,40011,1178000
5728,Honda,Honda City i,Diesel,Manual,2,2015,98772,533000
5729,Hyundai,Hyundai i20 Asta,Diesel,Manual,1,2013,38931,350000
5730,Maruti,Maruti Swift LDI,Diesel,Manual,1,2017,82392,426999
5731,Hyundai,Hyundai i20 1.4,Diesel,Manual,1,2017,96805,572000
5732,Mahindra,Mahindra Scorpio S5,Diesel,Manual,1,2018,68307,998000
5733,Maruti,Maruti Wagon R,Petrol,Manual,1,2016,30404,375000
5734,Maruti,Maruti Baleno 1.2,Petrol,Manual,2,2018,36438,630000
5735,Maruti,Maruti Swift VDI,Diesel,Manual,1,2015,115,376000
5736,Mahindra,Mahindra XUV500 W6,Diesel,Manual,1,2015,104,623000
5737,MG,MG Hector Sharp,Petrol,Automatic,2,2019,29827,1613000
5738,BMW,BMW 3 Series,Diesel,Automatic,1,2020,9200,4450000
5739,Audi,Audi Q3 35,Diesel,Automatic,1,2015,39356,1750000
5740,Toyota,Toyota Innova Crysta,Diesel,Automatic,1,2017,55000,1575000
5741,Ford,Ford Endeavour 3.2,Diesel,Automatic,1,2018,80000,2875000
5742,Toyota,Toyota Innova Crysta,Diesel,Automatic,1,2019,55000,1945000
5743,Mercedes-Benz,Mercedes-Benz S-Class S,Diesel,Automatic,1,2017,18000,7150000
5744,Maruti,Maruti Vitara Brezza,Diesel,Automatic,1,2018,43000,750000
5745,Hyundai,Hyundai Creta EX,Petrol,Manual,1,2021,1000,1273000
5746,Hyundai,Hyundai EON Era,Petrol,Manual,1,2013,67885,229999
5747,Mercedes-Benz,Mercedes-Benz C-Class 220,Diesel,Automatic,1,2013,40000,1375000
5748,Hyundai,Hyundai EON 1.0,Petrol,Manual,1,2013,48421,229999
5749,Hyundai,Hyundai i20 Active,Diesel,Manual,1,2018,110,650000
5750,Maruti,Maruti Swift Dzire,Petrol,Manual,1,2014,49000,425000
5751,Hyundai,Hyundai Verna 1.6,Diesel,Manual,1,2013,75000,450000
5752,Ford,Ford Ecosport 1.5,Diesel,Manual,1,2014,71000,409999
5753,Chevrolet,Chevrolet Aveo U-VA,Petrol,Manual,2,2009,78000,90000
5754,Audi,Audi A6 35,Diesel,Automatic,1,2016,68000,2450000
5755,Maruti,Maruti Ertiga ZDI,Diesel,Manual,1,2015,94944,518000
5756,Honda,Honda Amaze S,Petrol,Manual,1,2017,6357,471000
5757,Hyundai,Hyundai Venue SX,Diesel,Manual,1,2022,24237,1024000
5758,Kia,Kia Seltos HTX,Petrol,Automatic,1,2021,28000,1650000
5759,Honda,Honda Amaze E,Petrol,Manual,1,2020,10282,589000
5760,Toyota,Toyota Innova Crysta,Diesel,Automatic,1,2018,111,1710000
5761,Toyota,Toyota Fortuner 4x2,Diesel,Manual,1,2014,127,1262000
5762,BMW,BMW 5 Series,Diesel,Automatic,2,2018,55000,4050000
5763,Nissan,Nissan Sunny Diesel,Diesel,Manual,2,2015,61034,339000
5764,Maruti,Maruti Swift AMT,Petrol,Automatic,2,2018,76036,564000
5765,Hyundai,Hyundai Grand i10,Diesel,Manual,2,2014,65000,275000
5766,Audi,Audi Q5 30,Diesel,Automatic,3,2015,80000,1475000
5767,Hyundai,Hyundai Venue SX,Diesel,Manual,1,2019,64104,982000
5768,Toyota,Toyota Innova Crysta,Diesel,Automatic,1,2018,116,1576000
5769,Hyundai,Hyundai Verna 1.6,Diesel,Manual,2,2016,42234,560000
5770,Hyundai,Hyundai Venue SX,Petrol,Manual,1,2021,10000,1150000
5771,Mahindra,Mahindra XUV500 W6,Diesel,Manual,2,2013,49812,444000
5772,Maruti,Maruti Ignis Sigma,Petrol,Manual,1,2022,2294,501999
5773,Skoda,Skoda Fabia 1.2,Petrol,Manual,5,2010,94679,117000
5774,Audi,Audi Q5 3.0,Diesel,Automatic,1,2015,35000,2100000
5775,Maruti,Maruti Ciaz ZDi,Diesel,Manual,1,2014,57122,476000
5776,Maruti,Maruti Wagon R,Petrol,Manual,1,2017,25122,332000
5777,Hyundai,Hyundai Grand i10,Diesel,Manual,2,2017,60000,350000
5778,Hyundai,Hyundai Creta 1.6,Diesel,Automatic,2,2020,36000,1425000
5779,Maruti,Maruti Baleno Delta,Petrol,Manual,1,2020,38736,631000
5780,Hyundai,Hyundai i20 Asta,Diesel,Manual,1,2014,130,381000
5781,Toyota,Toyota Fortuner 2.7,Petrol,Automatic,2,2019,44000,3100000
5782,Audi,Audi A6 35,Petrol,Automatic,1,2018,30000,3675000
5783,Audi,Audi Q5 3.0,Diesel,Automatic,3,2011,68000,994999
5784,Hyundai,Hyundai i10 Magna,Petrol,Manual,1,2011,38000,225000
5785,Mahindra,Mahindra XUV500 R,Diesel,Manual,1,2015,65000,890000
5786,Maruti,Maruti Swift Dzire,Petrol,Manual,1,2019,65000,650000
5787,Mahindra,Mahindra Scorpio S5,Diesel,Manual,1,2022,12001,1585000
5788,Jeep,Jeep Compass 1.4,Petrol,Manual,1,2019,23000,1375000
5789,Mercedes-Benz,Mercedes-Benz E-Class Expression,Petrol,Automatic,1,2018,65000,4400000
5790,Audi,Audi Q7 45,Diesel,Automatic,2,2014,43000,1875000
5791,Honda,Honda Brio S,Petrol,Manual,1,2012,25000,265000
5792,Volvo,Volvo XC60 Inscription,Diesel,Automatic,1,2020,7500,6000000
5793,BMW,BMW 6 Series,Diesel,Automatic,1,2020,50000,6050000
5794,Mahindra,Mahindra KUV 100,Petrol,Manual,1,2017,36000,434999
5795,Hyundai,Hyundai Sonata 2.4,Petrol,Manual,1,2012,86000,475000
5796,Audi,Audi Q3 2.0,Diesel,Automatic,1,2014,56500,1300000
5797,Mercedes-Benz,Mercedes-Benz GLS 350d,Diesel,Automatic,2,2016,70000,5200000
5798,Ford,Ford Figo Petrol,Petrol,Manual,1,2013,68000,265000
5799,Hyundai,Hyundai Verna CRDi,Diesel,Automatic,1,2017,63500,1000000
5800,Mercedes-Benz,Mercedes-Benz C-Class Progressive,Diesel,Automatic,1,2019,26500,4100000
5801,Mercedes-Benz,Mercedes-Benz GLC 200,Petrol,Automatic,1,2021,15000,6100000
5802,BMW,BMW X1 xDrive,Diesel,Automatic,1,2018,38500,2850000
5803,Honda,Honda Amaze VX,Diesel,Automatic,1,2019,44500,925000
5804,Hyundai,Hyundai i20 Sportz,Diesel,Manual,1,2022,15500,975000
5805,Toyota,Toyota Camry 2.5,Petrol,Automatic,1,2017,47000,2350000
5806,Toyota,Toyota Fortuner 2.8,Diesel,Automatic,1,2018,12000,3350000
5807,BMW,BMW X5 xDrive,Diesel,Automatic,1,2022,20500,100000
5808,BMW,BMW 3 Series,Diesel,Automatic,3,2014,64593,1850000
5809,Mercedes-Benz,Mercedes-Benz GLE 250d,Diesel,Automatic,1,2016,64000,3650000
5810,Toyota,Toyota Glanza G,Petrol,Manual,1,2021,70000,700000
5811,Mercedes-Benz,Mercedes-Benz E-Class E250,Diesel,Automatic,2,2015,63203,2200000
5812,Toyota,Toyota Fortuner 2.8,Diesel,Automatic,1,2017,60500,2900000
5813,Jaguar,Jaguar F-Pace 2.0,Diesel,Automatic,1,2021,9900,7400000
5814,Renault,Renault KWID RXL,Petrol,Manual,1,2016,25000,285000
5815,Maruti,Maruti Wagon R,Cng,Manual,2,2011,65000,191000
5816,Land,Land Rover Range,Diesel,Automatic,1,2019,68500,190000
5817,Maruti,Maruti Ertiga ZDI,Diesel,Manual,2,2014,43000,600000
5818,Honda,Honda City i,Petrol,Manual,1,2015,70000,590000
5819,Hyundai,Hyundai i20 Sportz,Diesel,Manual,3,2013,150,275000
5820,BMW,BMW X4 xDrive30i,Petrol,Automatic,1,2022,7600,7450000
5821,Maruti,Maruti Alto 800,Petrol,Manual,1,2021,31458,307000
5822,Hyundai,Hyundai Elantra CRDi,Diesel,Manual,1,2013,70372,525000
5823,Maruti,Maruti Wagon R,Cng,Manual,1,2012,129,190000
5824,BMW,BMW X7 xDrive,Petrol,Automatic,1,2019,39000,114999
5825,Honda,Honda City V,Petrol,Manual,1,2021,17000,1015000
5826,Toyota,Toyota Fortuner 2.7,Petrol,Automatic,1,2020,20000,3500000
5827,Mercedes-Benz,Mercedes-Benz B Class,Diesel,Automatic,3,2013,57000,765000
5828,Mercedes-Benz,Mercedes-Benz S-Class S,Diesel,Automatic,1,2015,40000,5100000
5829,Ford,Ford Ecosport 1.5,Diesel,Manual,1,2020,46000,950000
5830,Maruti,Maruti Eeco CNG,Cng,Manual,1,2019,18000,500000
5831,Tata,Tata Nano Twist,Petrol,Manual,4,2015,59290,85671
5832,Toyota,Toyota Camry Hybrid,Petrol,Automatic,1,2019,20000,4090000
5833,Maruti,Maruti Eeco 5,Petrol,Manual,1,2012,18000,210000
5834,Nissan,Nissan Micra Active,Petrol,Manual,1,2018,56000,355000
5835,Volkswagen,Volkswagen Ameo 1.2,Petrol,Manual,2,2016,66000,455000
5836,BMW,BMW 5 Series,Diesel,Automatic,1,2019,43000,4600000
5837,Nissan,Nissan Terrano XL,Diesel,Manual,1,2014,67000,425000
5838,BMW,BMW X6 xDrive,Diesel,Automatic,2,2015,75000,3790000
5839,Mahindra,Mahindra TUV 300,Diesel,Manual,1,2017,47000,645000
5840,Hyundai,Hyundai Venue SX,Petrol,Manual,1,2021,8800,1075000
5841,Audi,Audi Q5 2.0,Diesel,Automatic,2,2014,94002,1600000
5842,Maruti,Maruti Ignis Sigma,Petrol,Manual,1,2021,12000,525000
5843,Hyundai,Hyundai Elantra SX,Petrol,Automatic,1,2015,75000,765000
5844,Jeep,Jeep Compass 2.0,Diesel,Manual,1,2019,62000,1575000
5845,Mercedes-Benz,Mercedes-Benz C-Class C,Diesel,Automatic,3,2014,90004,1190000
5846,BMW,BMW X5 xDrive,Diesel,Automatic,2,2014,83005,2900000
5847,Mahindra,Mahindra XUV500 W10,Diesel,Manual,1,2018,47000,1095000
5848,Mercedes-Benz,Mercedes-Benz GLE 250d,Diesel,Automatic,1,2017,49000,4400000
5849,Toyota,Toyota Innova 2.5,Diesel,Manual,1,2015,70000,1200000
5850,Ford,Ford Ecosport 1.5,Diesel,Manual,1,2015,62500,475000
5851,Ford,Ford Ecosport 1.5,Diesel,Manual,1,2017,49036,725000
5852,Mercedes-Benz,Mercedes-Benz E-Class Expression,Diesel,Automatic,1,2020,17000,5800000
5853,Mercedes-Benz,Mercedes-Benz B Class,Petrol,Automatic,2,2013,67000,1290000
5854,Maruti,Maruti Swift ZXI,Petrol,Manual,2,2017,39889,441000
5855,Mercedes-Benz,Mercedes-Benz E-Class Exclusive,Diesel,Automatic,1,2022,2000,7625000
5856,Audi,Audi A8 L,Diesel,Automatic,1,2015,81250,4200000
5857,Ford,Ford Ecosport 1.5,Diesel,Manual,1,2016,43000,525000
5858,BMW,BMW X3 xDrive,Diesel,Automatic,1,2021,19000,6000000
5859,Ford,Ford Figo 1.2P,Petrol,Manual,2,2016,29000,395000
5860,MG,MG Astor Sharp,Petrol,Automatic,1,2022,2400,1725000
5861,Jaguar,Jaguar XJ 3.0L,Diesel,Automatic,2,2012,79004,2290000
5862,Mercedes-Benz,Mercedes-Benz C-Class C,Petrol,Automatic,1,2018,28000,3650000
5863,Toyota,Toyota Corolla Altis,Petrol,Automatic,2,2015,99300,875000
5864,Mercedes-Benz,Mercedes-Benz M-Class ML,Diesel,Automatic,2,2014,80000,2190000
5865,Land,Land Rover Range,Diesel,Automatic,2,2013,87002,3525000
5866,BMW,BMW 7 Series,Diesel,Automatic,1,2021,19000,130000
5867,Audi,Audi Q5 2.0,Diesel,Automatic,2,2013,94002,1425000
5868,Audi,Audi A6 2.0,Diesel,Automatic,2,2013,82005,1425000
5869,Land,Land Rover Range,Diesel,Automatic,1,2013,95004,3975000
5870,Mercedes-Benz,Mercedes-Benz C-Class C,Petrol,Automatic,1,2018,25000,3650000
5871,BMW,BMW X1 sDrive20i,Petrol,Automatic,2,2019,68753,2810000
5872,Ford,Ford Ecosport 1.5,Diesel,Manual,1,2015,62500,475000
5873,Hyundai,Hyundai Creta 1.6,Diesel,Automatic,1,2017,85000,894999
5874,Mercedes-Benz,Mercedes-Benz C-Class Progressive,Petrol,Automatic,1,2021,12000,4990000
5875,Honda,Honda WR-V i-DTEC,Diesel,Manual,1,2017,58000,699000
5876,Maruti,Maruti Baleno 1.3,Diesel,Manual,1,2018,55500,620000
5877,Maruti,Maruti Baleno 1.3,Diesel,Manual,1,2018,54000,625000
5878,Mercedes-Benz,Mercedes-Benz C-Class Progressive,Petrol,Automatic,1,2021,12000,4790000
5879,Tata,Tata Harrier XM,Diesel,Manual,1,2019,32500,1250000
5880,Tata,Tata Harrier XM,Diesel,Manual,1,2019,33500,1260000
5881,Hyundai,Hyundai i10 Era,Petrol,Manual,1,2012,60000,221000
5882,Land,Land Rover Range,Petrol,Automatic,1,2020,38000,8500000
5883,Mahindra,Mahindra Bolero SLX,Diesel,Manual,1,2015,120,450000
5884,Maruti,Maruti Vitara Brezza,Diesel,Manual,1,2017,64000,635000
5885,Maruti,Maruti Wagon R,Cng,Manual,1,2017,59000,400000
5886,MG,MG Gloster Savvy,Diesel,Automatic,2,2021,11000,3965000
5887,MG,MG Hector Sharp,Petrol,Automatic,1,2021,12023,1800000
5888,Renault,Renault KWID Climber,Petrol,Automatic,1,2019,30000,470000
5889,Volvo,Volvo S90 D4,Diesel,Automatic,1,2018,20000,4475000
5890,MG,MG ZS EV,Electric,Automatic,1,2020,38000,2110000
5891,Mercedes-Benz,Mercedes-Benz C-Class Progressive,Petrol,Automatic,1,2018,16500,3650000
5892,Mini,Mini Cooper D,Diesel,Automatic,2,2014,29000,1889999
5893,Mercedes-Benz,Mercedes-Benz C-Class Progressive,Diesel,Automatic,2,2020,24000,3900000
5894,Maruti,Maruti Swift LXI,Petrol,Manual,1,2020,37229,483000
5895,Honda,Honda City i,Diesel,Manual,3,2015,100,490000
5896,BMW,BMW X5 xDrive,Diesel,Automatic,2,2015,85000,2975000
5897,Mahindra,Mahindra XUV500 W6,Diesel,Manual,1,2013,90928,430999
5898,Audi,Audi A3 35,Diesel,Automatic,1,2020,39000,2580000
5899,Volkswagen,Volkswagen Vento 1.5,Diesel,Automatic,1,2015,78000,500000
5900,Mercedes-Benz,Mercedes-Benz GLC Coupe,Diesel,Automatic,1,2021,24900,7150000
5901,Maruti,Maruti Ertiga VXI,Cng,Manual,1,2016,44000,725000
5902,Ford,Ford Figo Diesel,Diesel,Manual,3,2014,86483,193000
5903,Honda,Honda City Edge,Petrol,Manual,1,2019,20000,900000
5904,Jaguar,Jaguar XF 2.0,Petrol,Automatic,1,2020,7500,4700000
5905,Renault,Renault Duster Petrol,Petrol,Manual,2,2017,49000,575000
5906,Toyota,Toyota Innova Crysta,Diesel,Automatic,1,2018,26000,1875000
5907,Maruti,Maruti Ertiga CNG,Cng,Manual,1,2015,65000,675000
5908,Toyota,Toyota Land Cruiser,Diesel,Automatic,1,2018,56000,158000
5909,Toyota,Toyota Glanza G,Petrol,Manual,1,2020,40252,606000
5910,Maruti,Maruti Swift VDI,Diesel,Manual,2,2014,97947,323000
5911,Hyundai,Hyundai Creta 1.6,Diesel,Automatic,1,2015,150,716000
5912,Hyundai,Hyundai i10 Sportz,Petrol,Manual,1,2010,102,158000
5913,Skoda,Skoda New Laura,Diesel,Automatic,3,2012,109,252999
5914,Maruti,Maruti Ertiga VXI,Petrol,Automatic,1,2019,37377,858000
5915,Mercedes-Benz,Mercedes-Benz C-Class C,Diesel,Automatic,1,2022,4000,6200000
5916,Maruti,Maruti Swift Dzire,Petrol,Manual,2,2015,84728,367000
5917,Renault,Renault Duster 85PS,Diesel,Manual,2,2013,53548,324000
5918,Audi,Audi A6 2.0,Diesel,Automatic,1,2014,29397,1619000
5919,Honda,Honda City i,Petrol,Automatic,1,2016,64000,775000
5920,Hyundai,Hyundai Grand i10,Petrol,Manual,1,2016,30346,405999
5921,Mahindra,Mahindra XUV500 W10,Diesel,Manual,1,2017,42119,1063000
5922,Maruti,Maruti Swift Dzire,Diesel,Manual,2,2014,120,327000
5923,Hyundai,Hyundai Creta 1.4,Diesel,Manual,1,2017,70000,835000
5924,Honda,Honda Amaze S,Petrol,Manual,2,2015,59534,440000
5925,Chevrolet,Chevrolet Cruze LTZ,Diesel,Automatic,2,2016,90000,650000
5926,Maruti,Maruti Ciaz 1.4,Petrol,Manual,1,2017,63001,750000
5927,Toyota,Toyota Innova 2.5,Diesel,Manual,1,2014,153,1350000
5928,Mercedes-Benz,Mercedes-Benz C-Class Progressive,Diesel,Automatic,1,2014,65000,1600000
5929,Hyundai,Hyundai Grand i10,Petrol,Manual,2,2015,60000,459999
5930,Maruti,Maruti XL6 Zeta,Petrol,Manual,1,2021,17000,1100000
5931,Audi,Audi A4 2.0,Diesel,Automatic,3,2013,55000,1300000
5932,Hyundai,Hyundai i20 Petrol,Petrol,Manual,1,2019,24000,790000
5933,Mahindra,Mahindra XUV500 W10,Diesel,Manual,1,2016,102,1200000
5934,Maruti,Maruti Swift 1.3,Petrol,Manual,1,2010,40000,320000
5935,Tata,Tata Tiago 1.2,Petrol,Manual,1,2016,92195,305000
5936,Renault,Renault Triber RXL,Petrol,Automatic,1,2020,13780,665000
5937,Skoda,Skoda Rapid 1.6,Petrol,Automatic,1,2019,24700,975000
5938,Skoda,Skoda Octavia 1.8,Petrol,Automatic,1,2019,41000,1950000
5939,Honda,Honda Jazz V,Petrol,Automatic,2,2017,18000,680000
5940,Hyundai,Hyundai Creta 1.6,Diesel,Automatic,1,2016,7000,1225000
5941,Maruti,Maruti Ciaz 1.4,Petrol,Automatic,1,2018,39600,950000
5942,Maruti,Maruti Swift VDI,Diesel,Manual,1,2018,39500,690000
5943,Maruti,Maruti Swift Dzire,Petrol,Automatic,1,2020,11800,875000
5944,Toyota,Toyota Fortuner 2.8,Diesel,Manual,2,2017,77000,2805000
5945,Volvo,Volvo S60 D4,Diesel,Automatic,1,2017,99000,1680000
5946,Toyota,Toyota Fortuner 4x2,Diesel,Manual,1,2014,177,1610000
5947,Kia,Kia Seltos HTX,Petrol,Manual,1,2019,43000,1390000
5948,Mahindra,Mahindra XUV300 W8,Diesel,Manual,1,2019,40000,1260000
5949,BMW,BMW X1 sDrive,Diesel,Automatic,1,2019,65000,3250000
5950,Audi,Audi A3 35,Diesel,Automatic,1,2020,39000,2580000
5951,Maruti,Maruti Vitara Brezza,Diesel,Manual,1,2018,48000,980000
5952,Mahindra,Mahindra Marazzo M2,Diesel,Manual,1,2019,77000,1025000
5953,Hyundai,Hyundai Creta 1.6,Diesel,Manual,1,2018,52000,1025000
5954,Mahindra,Mahindra TUV 300,Diesel,Manual,1,2018,27000,969999
5955,Honda,Honda BR-V i-DTEC,Diesel,Manual,1,2018,47000,965000
5956,Tata,Tata Nexon 1.5,Diesel,Manual,2,2019,42000,955000
5957,Honda,Honda WR-V i-DTEC,Diesel,Manual,1,2018,42000,930000
5958,Hyundai,Hyundai Creta 1.6,Petrol,Manual,1,2016,48000,894999
5959,Maruti,Maruti SX4 S,Diesel,Manual,1,2017,59000,855000
5960,Tata,Tata Nexon 1.2,Petrol,Manual,1,2019,27000,835000
5961,Mahindra,Mahindra TUV 300,Diesel,Manual,1,2016,44000,800000
5962,Renault,Renault Triber RXZ,Petrol,Automatic,1,2021,5000,800000
5963,Maruti,Maruti Ertiga ZDI,Diesel,Manual,1,2013,78000,740000
5964,Ford,Ford Ecosport 1.5,Diesel,Manual,1,2016,57000,700000
5965,Honda,Honda Mobilio V,Petrol,Manual,2,2014,48000,605000
5966,Ford,Ford Ecosport 1.0,Petrol,Manual,1,2014,56000,590000
5967,Volkswagen,Volkswagen Vento 1.5,Diesel,Manual,1,2013,15000,550000
5968,Renault,Renault Duster 110PS,Diesel,Manual,2,2012,77000,565000
5969,Honda,Honda City i-VTEC,Petrol,Manual,1,2018,60000,850000
5970,Land,Land Rover Range,Diesel,Automatic,2,2013,65000,2000000
5971,Honda,Honda Jazz X,Petrol,Manual,1,2012,61985,390000
5972,Honda,Honda Amaze V,Petrol,Manual,1,2019,19000,819999
5973,Maruti,Maruti Swift Dzire,Petrol,Manual,1,2019,30000,750000
5974,Honda,Honda Jazz 1.2,Petrol,Manual,1,2018,41000,700000
5975,Hyundai,Hyundai Grand i10,Petrol,Manual,1,2020,6834,675000
5976,Maruti,Maruti Swift Dzire,Petrol,Manual,1,2013,112,370000
5977,Hyundai,Hyundai Creta 1.6,Petrol,Automatic,1,2018,16118,1100000
5978,Maruti,Maruti Ciaz Alpha,Petrol,Manual,1,2020,47000,990000
5979,Renault,Renault Duster 110PS,Diesel,Manual,2,2012,80000,420000
5980,Skoda,Skoda Rapid 1.6,Petrol,Manual,1,2020,24000,893000
5981,Maruti,Maruti Ciaz Alpha,Petrol,Automatic,1,2018,46000,865000
5982,Maruti,Maruti Baleno RS,Petrol,Manual,1,2017,30000,785000
5983,Hyundai,Hyundai i20 Active,Petrol,Manual,1,2017,30000,765000
5984,Maruti,Maruti Swift Dzire,Petrol,Manual,1,2017,31000,755000
5985,Hyundai,Hyundai Elite i20,Diesel,Manual,1,2018,46000,750000
5986,Maruti,Maruti Baleno 1.3,Diesel,Manual,1,2016,44000,743000
5987,Honda,Honda Jazz V,Petrol,Manual,1,2019,40000,730000
5988,Honda,Honda City i,Diesel,Manual,1,2016,39000,705000
5989,Hyundai,Hyundai i20 Asta,Petrol,Manual,1,2013,63759,450000
5990,Hyundai,Hyundai i20 Active,Petrol,Manual,2,2018,29000,699000
5991,Honda,Honda Jazz 1.2,Petrol,Manual,1,2017,42000,695000
5992,Hyundai,Hyundai i20 Sportz,Petrol,Manual,1,2017,37000,675000
5993,Maruti,Maruti Swift VXI,Petrol,Manual,1,2019,40000,675000
5994,Honda,Honda City i,Petrol,Manual,1,2014,33000,645000
5995,Honda,Honda Jazz 1.2,Petrol,Manual,1,2018,26000,640000
5996,Hyundai,Hyundai Venue SX,Petrol,Automatic,1,2021,24000,1195000
5997,Maruti,Maruti Ciaz VXi,Petrol,Manual,1,2015,156,450000
5998,Honda,Honda BR-V i-VTEC,Petrol,Manual,1,2017,98778,580000
5999,Skoda,Skoda Superb Elegance,Petrol,Automatic,2,2010,145,800000
6000,Hyundai,Hyundai i20 1.2,Petrol,Manual,1,2018,26000,790000
6001,Skoda,Skoda Octavia 2.0,Diesel,Automatic,2,2017,60000,1750000
6002,Maruti,Maruti Baleno 1.2,Petrol,Manual,1,2017,560,560000
6003,Honda,Honda Jazz 1.2,Petrol,Manual,1,2017,45000,635000
6004,Tata,Tata Tiago XZA,Petrol,Automatic,1,2019,27000,625000
6005,Skoda,Skoda Rapid 1.6,Petrol,Automatic,1,2018,43000,860000
6006,Toyota,Toyota Corolla Altis,Petrol,Manual,1,2015,37000,990000
6007,Audi,Audi Q3 2.0,Diesel,Automatic,1,2014,46000,1989999
6008,Hyundai,Hyundai i10 Sportz,Petrol,Automatic,1,2011,51366,280000
6009,Honda,Honda Jazz 1.2,Petrol,Automatic,1,2017,77331,630000
6010,Honda,Honda City i,Petrol,Manual,1,2016,77783,630000
6011,Skoda,Skoda Superb LK,Diesel,Automatic,1,2016,44000,2250000
